bulleted_details,description,price,rating,review_count,review_text,sale,url,watch_model
"Gold-tone stainless steel bracelet,Round case, 38mm,Gold-tone dial with tonal three hands and flat dot marker,Swiss quartz movement,Water resistant to 30 meters,Two-year limited warranty,Macy’s does not offer its own watch warranty; all warranties are provided by the vendor.,Photo may have been enlarged and/or enhanced.,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 654451",Shine along with the golden tones of this modern Bold watch from Movado.,$650.00,99%,18,"Most Beautiful Watch owned, This watch is so beautiful! It looks so elegant and will never tarnish. Everybody owns a Mk or Marc Jacobs, this watch does not compare to any other brand.,Great looking watch, Very clean and sophisticated. I've received many compliments .,Very Beautiful!!, Received this watch as a Mother's day present and soo in love with it.. Can be worn on any occasion. For elegance and price it's a great gift..,Love Movado - love this watch!, I received this watch for Christmas and love it. Haven't seen it in any local stores, so I'm very happy we found it on the website. This is my second Movado. The first is over 20 years old. I wore it almost every day with no problems, so I can attest to the quality of this brand and their classic, timeless style.,Best Purchase, I recently received my Movado Gold tone watch and let me tell you all it is breath taking. I received many compliments when I wore it for the first time. I absolutely LOVE this watch... So glad I made this purchase. THANK YOU MACY'S for carrying such quality items...,I love it! Beautiful watch, I purchased this as a gift and now I want one for myself. Wonderfully made not too bulky or heavy. Nothing like Mogadishu quality.,Movado Heaven, This watch is absolutely gorgeous! My favorite detail is the flawless face! I'm in Movado Heaven :),Love it!, I just received it as a gift from my mom, the watch is just perfect. I like how it looks, and how it feels, not too heavy. Just elegant, I can wear it for any occasion.,Missme45, I ordered this watch online & when it was delivered it was everything I thought it would be. This is a beautiful timepiece.,ABSOLUTE BEST MACY'S PURCHASE EVER, Movado has completely won me over with this design. I mean to put elegance, simplicity, style and class all into a watch without being too extravagant or heavy is really something; they accomplished that with this model. I treasure it and don't plan on buying another watch for decades.,In Love, I don't always fancy watches, but I fell in love with this one. So simple, and yet so sharp and sophisticated. I think it speaks for itself.,I LOVE THIS WATCH, I received this watch from my fiancee as a birthday present and I fell in love with the watch as soon as I opened it! It's so classy and elegant and I receive lots of compliments for it,Nice watches, I love Swiss watches as they are reputably the best watch makers. This one is great, though I prefer the silver/metallic color to gold.,Classic Timeless Piece, I've had this watch for over 5 years and there's not a single visible scratch on it unlike my other subpar pieces. It's a classic, timeless piece thats stands out. A friend asked me to recommend a watch for her and I sent her a link to this particular piece. I didn't have my watch on that day so I verbally told her all the amazing things about this watch. Less that a week later, she had gotten herself one and I still swoon over it anytime I see her wear it. She raves about it and now her sisters own one as well. The watch is sleek, bold & beautiful. Although I naturally have smaller wrists, I didnt have to take a link off; it fits just right. I'd say if u want a classic, timeless piece, invest in this one and you won't be disappointed.,Elegantly and stylishly fashionable, I treated myself for my Birthday last year. I have received so many compliments. The watch is perfect size. The face is not too big and lays nicely on your wrist. I wasn't very excited for Michael Kors watch and I know I made the right choice when I picked Movado. It will make great gift for holiday or Birthday. Watch is well made and stylish.,Love It, I love the watch. It is light weight and has a contemporary look. The watch easily goes from a daytime piece to an evening piece of jewelry.,Love this watch, Purchased this watch because I love the simple but elegant style. I receive compliments whenever I wear it...which is often!,Excellent!, A lot of people admired it on my wife, and I also love it.",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-bold-gold-tone-stainless-steel-bracelet-watch-38mm-3600085?ID=654451&CategoryID=65993&isDlp=true,Women's Swiss Bold Gold-Tone Stainless Steel Bracelet Watch 38mm 3600085
"Movement: Swiss quartz,Case: round; 40mm,Strap: stainless steel bracelet with deployment clasp,Dial: black Museum with diamond-accent indices,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy’s stores—just show us your Macy’s Proof-of-Purchase .,Don’t have your proof-of-purchase? Then pay just $15,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of your purchase. Call Customer Service at: 1-800-BUY-MACY (1-800-289-6229), use Macy's Chat function or visit any Macy's store with your dated online receipt.,Photo may have been enlarged and/or enhanced.,Almost all gemstones have been treated to enhance their beauty and require special care.,Web ID: 6617016",Diamond-accents sparkle on the inky dial of this streamlined stainless steel watch from the Museum Classic collection by Movado. Style #0607201,"$1,195.00",100%,2,"I love it, very comfortable and beautiful watch I really liked, fast delivery,Boyfriend loves it., I brought it a few days ago as a gift for my boyfriend and he loved it. :-) I love the way it looks and can go with any outfit. [This review was collected as part of a promotion.]",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-museum-classic-diamond-accent-stainless-steel-bracelet-watch-40mm?ID=6617016&CategoryID=65993&isDlp=true,Men's Swiss Museum Classic Diamond-Accent Stainless Steel Bracelet Watch 40mm
"Movement: Swiss quartz,Case: round; 34mm,Strap: stainless steel bracelet with gold-tone links; approx. width: 15mm,Closure: push-button deployment,Dial: Museum® with flat dot marker,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy's stores—just show us your Macy's proof-of-purchase.,Don't have your proof-of-purchase? Then pay just $15.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10093891",Touches of yellow gold tones augment this structured stainless steel bracelet watch from Movado's Bold collection. Style #3600651,$595.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-evolution-swiss-bold-two-tone-stainless-steel-bracelet-watch-34mm?ID=10093891&CategoryID=65993&isDlp=true,Women's Evolution Swiss Bold Two-Tone Stainless Steel Bracelet Watch 34mm
"Movement: Swiss quartz,Case: round; 40mm,Strap: gunmetal stainless steel bracelet with deployment clasp,Dial: gray Museum,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy’s stores—just show us your Macy’s Proof-of-Purchase .,Don’t have your proof-of-purchase? Then pay just $15,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of your purchase. Call Customer Service at: 1-800-BUY-MACY (1-800-289-6229), use Macy's Chat function or visit any Macy's store with your dated online receipt.,Photo may have been enlarged and/or enhanced.,Web ID: 6083171","Subtle and standout all at once, this monochromatic gunmetal gray BOLD Evolution watch from Movado features a thin case and structured bracelet. Style #3600509",$695.00,95%,8,"great watch, Wife got me this for my birthday two years ago. It looks great dressed up or casual and unless I need a brown/gold tone watch I wear it all the time. It’s my go to watch. The crystal lens doesn’t scratch and it looks brand new in spite of heavy use in all conditions. Thanks Macy’s.,Really beautiful watch, The watch is very beautiful and my boyfriend loves it very much,Beautiful watch!, I bought this for myself as an everyday watch! Feels great, looks great, I get complements on it. Gun metal look makes it look bold and masculine.,Looks good at a glance, This is a beautiful watch. I like the way it looks. Very classy. My Only reason to give 4 vs 5 stars is that I often find the time hard to read due to the hands being basically the same color as the back ground. It's fine in the daylight, but if you don't have good lighting, it's very difficult to read.,Amazing, This is a stunning watch for every occasion. The color is sleek and allows for it to be dressed up or down for everyday occasions. I bought this for my boyfriend and he absolutely loved it. Definitely worth the price point as you can tell the quality without being insanely priced.,Elegant and stylish, I got this for my husband as a gift for our 20th wedding anniversary. It is a beautiful watch. The gun metal finish takes an old classic and really updates it. It is elegant and stylish and modern without being tacky. Truly a sophisticated and tasteful watch.,Love it, Great price lots to choose from my husband love it.,Great watch, fits well, very stylish!, This watch fits well and has a great style. Everybody asks “what watch is that” and I always send them the Macy’s link to purchase it! Haha.",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-bold-evolution-gunmetal-stainless-steel-bracelet-watch-40mm?ID=6083171&CategoryID=65993&isDlp=true,Men's Swiss BOLD Evolution Gunmetal Stainless Steel Bracelet Watch 40mm
"Gold ion-plated stainless steel bracelet with push-button deloyment clasp,Round case, 43mm, K1 crystal,Gold-tone dial with sunray dot marker, two hands and etched minute track,Swiss quartz movement,Water resistant to 30 meters,Two-year limited warranty,Macy’s does not offer its own watch warranty; all warranties are provided by the vendor.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Macy's accepts returns of unused fine watches for exchange or refund within 60 days of purchase.,Web ID: 1731128",Movado helps move your style forward with this large design from the Bold watch collection.,$795.00,93%,12,"He loved it!, Got it for my BF as birthday gift and he loved it. It's a beautiful simple watch that goes great with everything. The size of it is perfect, it has a nice weight to it and great quality. You can't go wrong with this watch. I'm happy he's happy with it :),Classic watch, I bought this as a gift for my husband, the 42.5mm face is the perfect size. It looks polished and masculine. He loves it [This review was collected as part of a promotion.],Great watch, The best watch I have seen all year .Great watch you can wear it to any place .,It's really nice, it's a little smaller than I anticipated, but nonetheless, nice. It's for a tiny woman so it will work fine. The price was really good as well and I can't believe how fast I got it.,Beautiful Purchase, I purchased this watch for my boyfriend after looking at many different brands and styles. I am so happy I selected this watch. The large chain link band and large face plate make it masculine and contemporary, but the face still has the signature Movado look. I felt it couldn't have been at a better price point as well.,poor quality, 15 days ago I bougth one and the stainless strap begin to scratch then return the watch at the store.,Quality, I was a bit nervous to buy a watch I hadn't tried on but I made my purchase online anyways- this watches hardware is very good quality - the gold color is just right - I had to go get a link removed at the watch repair inside Bloomingdales - the service was fast & friendly - I get at least one compliment on my watch every time I wear it,beautiful watch but disappointing packaging, It was all good but I am returning it because the watch was already running does not seem like it has its original packaging as a new watch. I have no idea how long its been.,Wonderful, bought this movado watch last week and it is a BEAUTIFUL GIFT!!! [This review was collected as part of a promotion.],Eye catcher, Elegant yet masculine, classy with a contemporary appearance. Can be worn with a suit or with a casual outfit. And it's lighter than most time pieces that size.,Good watch, My husband loved it great watch very nice!will buy another one soon,Nothing, It’s an excellent watch I’m in love with it a great purchase",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-unisex-swiss-bold-gold-ion-plated-stainless-steel-bracelet-watch-43mm-3600258?ID=1731128&CategoryID=65993&isDlp=true,Unisex Swiss Bold Gold Ion-Plated Stainless Steel Bracelet Watch 43mm 3600258
"Macy’s does not offer its own watch warranty; all warranties are provided by the vendor.,Case: round gold tone-stainless steel; 40mm,Dial: navy blue with luminescent hands & indices plus date window,Movement: Swiss three-hand quartz,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Strap: cognac leather with buckle closure,Warranty: 2-year limited,Water resistance: to 30 meters,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Web ID: 5004855",A fluidity of form distinguishes the gold-tone case of this fine Movado timepiece with a striking navy dial from the Heritage Series Calendoplan collection. Style #3650028,$650.00,100%,3,"Beautiful watch, Bought this as a birthday gift for my significant other, and he loved it! The watch has a very classy, sophisticated look without any excessive gears that can take away from its elegance. The leather straps have a nice smooth, luxurious feel to them, in fact it's one of my favorite features about this watch. The colors also go well with most outfits. Everytime he has worn it, he has always received compliments without fail.,Movado Heritage, Beautiful watch! the strap is gorgeous color and the contrast with the navy face is simply beautiful. A classic!,Beautiful!, I bought this watch for my husband for St. Valentine’s Day and he absolutely loves it! It’s simple but elegant! [This review was collected as part of a promotion.]",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-heritage-series-calendoplan-cognac-leather-strap-watch-40mm?ID=5004855&CategoryID=65993&isDlp=true,Men's Swiss Heritage Series Calendoplan Cognac Leather Strap Watch 40mm
"TECH FEATURES-,Tracks activity, heart rate and GPS location. Receives smart notifications, controls your music & runs Google Pay™.,Battery lasts for 1 day on single charge in smart mode or multiple days in watch mode. Magnetic charger.,Compatible with Android 4.4+ (excluding Go edition) or iOS 10+,Touchscreen hybrid display with customizable movado dial designs and pushers,Features voice activated Google Assistant and Google Fit,PRODUCT FEATURES-,Smart watch movement,Round rose gold stainless steel; 42mm,Pale rose-gold stainless steel mesh bracelet,Sliding closure,Water resistant to 10 meters,2-year limited warranty,Photo may have been enlarged and/or enhanced.,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10093858",Movado's iconic minimalist style is well aligned with sophisticated wearable tech for this luxurious smart watch in pale rose-gold from the Connect 2.0 collection. Style #3660027,Now $487.00,83%,6,"Classic meets Contemporary Luxury, Rose Gold Mesh band, bold black smart watch blazing fast interface! Includes charger, charges in less than an hour, hold charge full day with basic use. Google voice assist, Google Fitness, GPS, email/messages calendar enabled. Free Google Play Wear 2.0 app powers up the software. Uses Blue Tooth. Plays music, shows media on 40mm watch face. Elegant statement piece for business/corporate wear. Quiet modern vibe. Watch back is also black ceramic, no chafing drama. Movado customer support responsive and helpful if you have questions, plenty of YouTube videos to demonstrate new tricks to do with this tiny computer.,Luxury and Elegant look!, A superb watch with golden strap and black gorilla crystal glass. It looks a very smart, nice and luxurious look with smart module. It has Displays phone calls, appointments, emails, apps, music, text, and social media messages; equipped with Google Fit for activity tracking, Google Pay for quick payments from your wrist and Google Assistant; Heart Rate Monitor; Programmable Pushers; Smart Crown; charging cable for the smart module.
Sensors: Accelerometer, Altimeter, Ambient Light, Gyroscope, Heart Rate, Microphone, NFC, Untethered GPS. The perfect watch for me. I already have 6 watches and this one is excellent.,MOVADO IS THE BEST, I have a 6inch wrist so even though the bracelet is adjustable it's a little too heavy & sits up high, maybe more for a man or a woman with a larger wrist. The good news is it's exquisite in the color (rose gold/black) so modern, well made, high end looking, so many features & gorgeous on the wrist. I've never seen a better looking smart watch than this one & you know people will be asking about it. So much classier then a sports type looking smart watch in my opinion.,This Watch is ""Statement"" piece, My Brother says, this watch is amazing! It has so many features. It offers such convenient functions, when needing to know certain things, during the day.(ie. It tracks heart rate, has GPS, text, email alerts, controls music) He likes that it is not too heavy, but can feel that he is wearing it. This watch is such a statement piece. It's very classy. Pictures on the website do not do it justice.,movado connect 11 smartwatch 40 mm, received watch. never worked. would not charge. was returned to you. [This review was collected as part of a promotion.],LOVE MY WATCH !!!!, I really love this MOVADO watch, it does everything a Apple Watch does, and is prettier ! Talk about compliments and stares when I hold my hand out. GREAT WATCH !!!!", $24.99 Men's Bonus Buy ,https://www.macys.com/shop/product/movado-connect-2.0-pale-rose-gold-stainless-steel-mesh-bracelet-touchscreen-smart-watch-40mm?ID=10093858&CategoryID=65993&isDlp=true,Connect 2.0 Pale Rose-Gold Stainless Steel Mesh Bracelet Touchscreen Smart Watch 40mm
"Gold ion-plated stainless steel link bracelet with push-button deployant clasp,Round case, 44mm, K1 crystal,Gold-tone chronograph dial with stamped minute track, three hands, dot marker, three subdials and date window,Swiss quartz movement,Water resistant to 30 meters,Two-year limited warranty,Macy’s does not offer its own watch warranty; all warranties are provided by the vendor.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 2166208",The Bold watch collection features all the sophistication of Movado with ultra-contemporary styling.,$995.00,100%,4,"Movado Men's Swiss Chronograph Bold Gold Ion-Plated Stainless Steel Bracelet Watch 44mm 3600278, This watch is absolutely gorgeous! The gold Ion-Plating looks like real gold unlike other cheap looking gold watches. Expect to be impressed. Goes great with my yellow gold jewelry.,beautiful product, best product i love it macys is the best place to shop,Good product, Great looking watch. Constant compliments when worn.,Outstanding product, I bought this for my boyfriend and he loves it , it's very bold and classic",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-chronograph-bold-gold-ion-plated-stainless-steel-bracelet-watch-44mm-3600278?ID=2166208&CategoryID=65993&isDlp=true,Men's Swiss Chronograph Bold Gold Ion-Plated Stainless Steel Bracelet Watch 44mm 3600278
"TECH FEATURES-,Tracks activity, heart rate and GPS location. Receives smart notifications, controls your music & runs Google Pay™.,Battery lasts for 1 day on single charge in smart mode or multiple days in watch mode. Magnetic charger.,Compatible with Android 4.4+ (excluding Go edition) or iOS 10+,Touchscreen hybrid display with customizable movado dial designs and pushers,Features voice activated Google Assistant and Google Fit,Warranty: 2-year limited,PRODUCT FEATURES-,Smart watch movement,Round stainless steel; 42mm,Black leather strap,Buckle closure,Water resistant to 10 meters,2-year limited warranty,Photo may have been enlarged and/or enhanced.,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10093859",Matte black leather and shining stainless steel are a seemly presentation for this innovative GPS and heart rate tracking smart watch from Movado's touchscreen Connect 2.0 collection. Style #3660028,Now $385.00,88%,5,"This Movado watch is so sexy! Set-up was quick and easy. It is comfortable to wear and looks really great with jeans or a suit. My husband likes that the leather band has a more contemporary look to it. You do need to charge it every day, but that is expected. It is definitely a step up from an apple watch. This would make an amazing gift for someone special.,Overall great watch! One of my chief complaints about smart watches is that they aren't particularly fashionable. This watch dresses up nice, while still being a great platform for WearOS. The integrations with Android are seamless and almost zero work to setup.,I have three small complaints. With normal use, the battery makes it through the day, but definitely needs to be charged every night. Second, the default watch faces aren't my taste, but the app store offers tons of options. Finally, the leather (pleather?) band is okay quality, but not great. I will probably replace it at some point.,Definitely would recommend!,This watch is really nice looking , as it should be for the cost, but still trying to figure out what sets it apart from other smartwatches to justify the price. The fit and feel is great, holds battery well, my husband has never worn a watch and he likes this one. However the straps stretched out within a few days. It also doesnt track sleep which was one of the things my husband and I want to track. It also requires a lot of separate downloads to get everything you want. Overall I would buy a cheaper one that does more.,Definitely a go to watch. My husband is wearing it and loves the watch. It is comfortable to wear and is very modern looking.,Classy and dressy all wrapped up in this beautiful watch! The design and color is tastefully designed ....great for day or evening!", $24.99 Men's Bonus Buy ,https://www.macys.com/shop/product/movado-connect-2.0-black-leather-strap-touchscreen-smart-watch-42mm?ID=10093859&CategoryID=65993&isDlp=true,Connect 2.0 Black Leather Strap Touchscreen Smart Watch 42mm
"Movement: Swiss quartz,Case: round stainless steel; 36mm,Strap: silver-tone & blush ceramic bracelet ,Closure: push-button deployment,Dial: silver-tone Museum with crystal-set dot,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy's stores—just show us your Macy's proof-of-purchase.,Don't have your proof-of-purchase? Then pay just $15.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to Alaska, American Samoa, Guam, Hawaii, Marshall Islands, the Pacific Islands, Palau, Puerto Rico, U.S. Virgin Islands, P.O. boxes, or APOs,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10483301",Movado's signature Museum dial is particularly effervescent with a crystal-set dot and pale blush hands that match the ceramic and stainless steel bracelet for this Swiss watch from the BOLD collection. Style #3600702,$695.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-swiss-bold-two-tone-stainless-steel-bracelet-watch-36mm?ID=10483301&CategoryID=23930&isDlp=true,Women's Swiss BOLD Two-Tone Stainless Steel Bracelet Watch 36mm
"Movement: Swiss quartz,Case: round TR90 composite & stainless steel; 42mm,Strap: gray leather with buckle closure,Dial: brown museum,Water resistance: to 30 meters,Warranty: 11-year limited,Macy’s does not offer its own watch warranty; all warranties are provided by the vendor.,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Web ID: 4920095",An innovative combination of rugged TR90 composite and stainless steel form the case of this Bold watch on a tough gray Colorado leather strap. Style #3600455,$395.00,80%,1,"Nice Casual Watch, I bought this watch for mu anniversary, it’s a very nice watch and casual. I really loved it",Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-bold-gray-leather-strap-watch-42mm?ID=4920095&CategoryID=65993&isDlp=true,Men's Swiss Bold Gray Leather Strap Watch 42mm
"Movement: Swiss quartz,Case: round; 34mm,Strap: gold ion-plated stainless steel bracelet; approx. width: 15mm,Closure: push-button deployment,Dial: gold-tone with crystal dot marker,Water resistance: to 30 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy's stores—just show us your Macy's proof-of-purchase.,Don't have your proof-of-purchase? Then pay just $15.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10093889",Movado's iconic dial sparkles with a crystal dot marker at twelve o'clock. From the Bold collection. Style #3600649,$695.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-womens-evolution-swiss-bold-gold-ion-plated-stainless-steel-bracelet-watch-34mm?ID=10093889&CategoryID=65993&isDlp=true,Women's Evolution Swiss Bold Gold Ion-Plated Stainless Steel Bracelet Watch 34mm
"TECH FEATURES-,Tracks activity, heart rate and GPS location. Receives smart notifications, controls your music & runs Google Pay™.,Battery lasts for 1 day on single charge in smart mode or multiple days in watch mode. Magnetic charger.,Compatible with Android 4.4+ (excluding Go edition) or iOS 10+,Touchscreen display with customizable movado dial designs and pushers,Features voice activated Google Assistant and Google Fit,PRODUCT FEATURES-,Smart watch movement,Round black stainless steel; 42mm,Black leather strap,Buckle closure,Water resistant to 10 meters,2-year limited warranty,Photo may have been enlarged and/or enhanced.,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10093860",Movado's signature style steers this luxurious black smart watch from the Connect 2.0 collection. This touchscreen device confers elegance and power to your connected communications and activity awareness. Style #3660029,Now $385.00,None,0,, $24.99 Men's Bonus Buy ,https://www.macys.com/shop/product/movado-connect-2.0-black-leather-strap-hybrid-touchscreen-smart-watch-42mm?ID=10093860&CategoryID=65993&isDlp=true,Connect 2.0 Black Leather Strap Hybrid Touchscreen Smart Watch 42mm
"TECH FEATURES-,Tracks heart rate, GPS, distance, steps and calories. Receieves smart notifications like text, email alerts and calendar reminders. Controls your music & runs Google Pay™.,Battery on one charge lasts up to one day. Charges with magnetic cable.,Compatible with Android™ OS 4.4+ and iOS 10.0+ devices,Touchscreen display with customizable movado dial designs and pushers,Features voice activated Google Assistant and Google Fit,PRODUCT FEATURES-,Smart watch movement,Round case; 42mm,Black stainless steel bracelet,Push button deployment closure,Water resistant to 10 meters,2-year limited warranty,Photo may have been enlarged and/or enhanced.,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10093871","An indispensable digital assistant for fitness, communication and more, this sophisticated Connect 2.0 smart watch from Movado is also a paragon of luxury style in black stainless steel. Style #3660037",Now $557.00,None,0,, $24.99 Men's Bonus Buy ,https://www.macys.com/shop/product/movado-connect-2.0-black-stainless-steel-bracelet-touchscreen-smart-watch-42mm?ID=10093871&CategoryID=65993&isDlp=true,Connect 2.0 Black Stainless Steel Bracelet Touchscreen Smart Watch 42mm
"Movement: Swiss three-hand quartz,Case: round; 42mm; blue bezel,Strap: stainless steel bracelet; approx. width: 21mm,Closure: push-button deployment,Dial: blue chronograph with date window,Water resistance: to 50 meters,Warranty: 2-year limited,Get FREE watch sizing at Macy's stores—just show us your Macy's proof-of-purchase.,Don't have your proof-of-purchase? Then pay just $15.,Photo may have been enlarged and/or enhanced.,This item cannot be shipped to American Samoa, Guam, Marshall Islands, U.S. Virgin Islands, Puerto Rico, Palau or the Pacific Islands,Sign up for Macy's WorryNoMore® Jewelry & Watch Protection program within 30 days of purchase. Before delivery, call Customer Service 1-800-289-6229 to sign up. After delivery, visit a Macy's store with your dated receipt and jewelry purchase to sign up.,Web ID: 10093904",Movado's classically handsome steel chronograph watch offers precision and style in a bold presentation. From the Heritage Series Calendoplan collection. Style #3650101,$995.00,None,0,,Extra 25% off use: FRIEND,https://www.macys.com/shop/product/movado-mens-swiss-chronograph-heritage-series-calendoplan-stainless-steel-bracelet-watch-42mm?ID=10093904&CategoryID=65993&isDlp=true,Men's Swiss Chronograph Heritage Series Calendoplan Stainless Steel Bracelet Watch 42mm
