watch_model,model_number,color,in_stock,price,description,bullet_details,review_count,rating,review_text,url
"Bold Crystal Marker Bracelet Watch, 37mm",3259168,Rosegold,Yes,$486.50,"A cluster of sparkling crystals mark 12 o'clock on an ultra-modern Swiss-made watch with a mirrored bezel, sunray dial and sleek dual-finished bracelet.","37mm case; 18mm band width
Adjustable bracelet. Links can be removed at your local Nordstrom. Find a store
Deployant clasp closure with dual push-buttons
Two-hand Swiss quartz movement
K1 mineral crystal face
Stainless steel/rose-goldtone, goldtone or gunmetal ionic plate
Swiss made
Item #521817",66,4.6,"['Gorgeous and Classy Movado watch!\nThis is such a beautiful, timeless watch that my husband purchased for me for Christmas. It looks amazingly classy and is just a gorgeous rose gold color. This is definitely a classy watch. I grew up with parents who wore and loved their Movado watches, and now I am the proud owner of one.\nCynBossLady Sweepstakes entry\nJan 4, 2019', 'Garbage watch!\nWould give this watch a 0 star if i could. It’s garbage, nothing but headaches since i bought it. Two months in, the bracelet is totally discoloured. Not rose gold anymore, just stainless steel. Battery life is about a year and a half. Save your money and buy another brand. This watch is not worth it.\nViviCast Sweepstakes entry\nMay 20, 2018', 'Every women should own a Movado!\nThe Movado Gold Bold Crystal Bracelet is definitely a statement watch. This timepiece is a must have. It looks great with everything. Every women should own a Movado.\nLavenia Sweepstakes entry\nMay 15, 2018', ""Beautiful Bold and Classy\nIt is a beautiful piece! My first Movado. I've never cared for rose gold but this is really rich. It made the gold version of this watch look rather cheap in comparison. And I LOVE gold. The crystal is the perfect amount of bling for an understated girl like myself. I bought this watch in the store but wanted a brand new unused unit since all they had in stock was the display. So, the associate ordered one for me to be delivered to my home. I would have preferred that the watch require a signature upon delivery.\nSabrinaTheREA Sweepstakes entry\nApr 15, 2018"", 'Perfect everyday watch!\nThis was a gift for my mom... she absolutely loves it. Such a nice everyday watch. Great design, and beautiful rose gold color!\nBambi9 Sweepstakes entry\nFeb 16, 2018', 'My Christmas present\nSo beautiful and comfortable to wear so please that was a gift I give to myself\nDescent Sweepstakes entry\nDec 19, 2017', ""Stunning! Movado 'Bold' graphite w/ crystal marker\nInitially, I wanted the Movado 'Bold' in the rose gold silver combination. However, I found that the graphite color with the crystal marker to be stunning. I haven't found the dial difficult to read as others have suggested.\nzeefreebird Sweepstakes entry\nAug 20, 2017"", ""too small\nOrdered this watch online and received it quick! The watch is a very nice looking watch but it is too small, should have in description for a small woman or little kid. I am 6' 195lbs and could not even get it to clasp due to the bracelet being too small, I have approx. 100 watches and have never had that issue.\nwkhamady Sweepstakes entry\nAug 17, 2017"", 'Beautiful!\nI needed a new every day wear to work watch. My favorite Michele stopped working. I absolutely love this watch. The gunmetal color goes with everything.\nGrace45249 Sweepstakes entry\nAug 10, 2017', 'Beautiful Watch\nLove this watch! it is such a statement piece, got it in the darker color and the the crystals look beautiful against the darker color. Looks great on the hand as well, happy with my purchase.\nhappycustomer675 Sweepstakes entry\nAug 7, 2017', 'In a word - SEXY\nOver past couple of years, I purchased this style in both the yellow (white crystal) and white (rose crystal) and am happy to round out my go-to collection of watches with the black. I have a small wrist but this watch fits me perfectly without adjustments--just the right amount of give. Simply put, it is a sexy watch for all occasions.\nCherper Sweepstakes entry\nJuly 31, 2017', ""Runs small but beautiful statement watch\nThis is a gorgeous watch but I was on the fence between this and a Michele watch. This watch was tight on my wrist and actually pinched my skin where the other was way big but I could have it sized. Also decided I didn't want to have such a dark watch for daily wear. It still looks and feels like such a statement. Oh forgot to add very hard to actually tell the time because of the dark face.\nCattymom Sweepstakes entry\nJuly 29, 2017"", 'Beautiful\nSuch a beautiful watch. Once I saw it on anniversary sale i had to have it right away. This watch has a clean look yet classic. Both of the colors of this style are both nice also but if ur looking for something different this watch will do\nAysus Sweepstakes entry\nJuly 28, 2017', ""Stunning\nThis watch is beautiful! It's elegant but wil be fine however I'm dressed\nOnTrendRed Sweepstakes entry\nJuly 28, 2017"", 'Chic watch\nThis watch is sleek and elegant. Its my first movado purchase, I usually wear a Michele. The size is not overly big either. Very pleased.\nmhann Sweepstakes entry\nJuly 27, 2017', ""Stunning!\nLike the previous reviewer, I also received this watch from my husband as a mother's day present and honestly speaking, no gift could have made me happier. For lack of a better adjective, I describe this watch simply as stunning! I love Movado watches for many reasons, however the one obvious reason is the sleekness in the designs. Whether it is a bigger/smaller round or rectangular face, the difference is always clear. Nice things don't have to shout to draw attention. Movado got the secret.\nNkongndem Sweepstakes entry\nJuly 18, 2017"", ""Luxurious, elegant and beautiful!\nI got this watch on Mother's Day. This best gift I ever had. I can't stop looking at it. Very elegant, not too big , not too small. It looks luxurious. I am proud to own a Movado watch.\nAlma11\nMay 28, 2017"", ""Beautiful watch!!!!!\nI wanted to buy myself a nice watch for my 40th birthday so I decided with this one and I'm so glad I did. I love this watch it fits my wrist perfectly and looks great. I didn't get it on sale but that's ok it was well worth the money I paid for it. This is my first Movado and it won't be my last. I have several watches but this watch is my new favorite watch.\nTM42\nMar 4, 2017"", ""Love it!\nAs an owner of many fabulous watches, I haven't been able to take it off! I LOVE this watch!! I get compliments EVERYTIME I wear!\nDeniserenee27Springfield, MA, USA\nApr 29, 2016"", ""movado bold\nOMG I hhad my eyes on this watch for a while. But I wasn't sure I'd I was ready to spend the amount of$$. Until finally it was on sale. And movado's hardly go on sale. I love it. It looks so rich on and I get lots of compliments. Glad I finally got it.\nDivo15Germantown, MD, USA\nDec 2, 2015"", ""Compliments All Day Long\nThis is a gorgeous watch. Every time I wear it, I receive so many compliments. It's definitely a statement watch. Most people worry about not being able to tell the time, and that comes with practice. The longer you have the watch, the faster you'll get at telling the time.\nVictoriaVZ\nOct 2, 2015"", 'elegant watch\nThis is my first movado watch and I am in love with it. Lots of complement.\nsexynadsQueens NY\nApr 19, 2015', ""Beautiful & Unique Watch\nWhen I noticed Movado had a dark grey watch, I decided when the time was right, I was going to buy one. I didn't have to wait too long before Nordstrom had a price match on this particular watch and I immediately bought it! I like the fact too that it is water resistant up to 30mm if it gets wet. Keeps good time and I'm really enjoying it.\nsedsJacksonville, FL\nApr 13, 2015"", ""Beautiful Watch\nThis is a beautiful watch and I like the fact that this particular one is water resistant. I also like the fact that because it is a little larger, it is much easier to see what time it is and that's a plus! The watch keeps great time and I'm a big fan of Movado watches.\nsedsJacksonville, FL\nJan 22, 2015"", 'Awesome!!!\nI received this watch 2 years ago as a B-Day gift from my Husband. I love my watch and I always receive compliments.\nggsaWestchester, IL, USA\nDec 18, 2014', ""classic movado watch\nClassic style watch that can be worn for day or evening. Not too big or too small, it's the perfect size to make a statement. The crystal marker is stylish and not too much bling. I am a little concerned about the finish because I have read some reviews on the gold finish saying it wears off in time. I hope that's not the case, I gave it a chance because Norstrom is very good about upholding the quality of their products and if it would be a future issue I'm confident they would replace or accept a return of the watch.\n1SamBBoston, MA, USA\nOct 31, 2014"", ""Classic and Beautiful\nThis watch is really a beauty! I love the size [fairly large but not too large], and the details [the crystal marker is a wonderful touch]. The only problem is that it's impossible to tell the time when in a dark place.\nShelldisPLong Beach NY\nOct 22, 2014"", 'Classic\nThis watch is a staple in my wardrobe; it spruces up any outfit. I love the crystal marker, it adds that extra luxurious look, and the mirrored bezel is simply elegant. I never want to take it off!!! .I get soooo many compliments on this watch, it is a beautiful and versatile piece, a MUST BUY!\nLisbethe\nJuly 18, 2014', ""perfect accessory for any time, any day!\nI saw this about a year ago and have been drooling over it every since. I finally treated myself to the rose gold one, and it's absolutely beautiful. The color is more subtle on every skin tone than the gold, which I think is too flashy. The rose gold really suits the pink AND yellow undertones in my skin, while providing a touch of class and sophistication to every outfit. Best gift I ever gave myself!\nCindy_WChicago, IL\nJune 14, 2014"", 'Beautiful\nThis Gold Movado watch is beautiful , it lays nicely on my wrist with style and comfort . I have been looking for a gold watch for 8 mths and decide to go with this one and I am glad I did!!!!\njshenaleohio\nMay 18, 2014', 'Beautiful\nThis watch looks SO rich! I took it to get sized (no local Nordies) and the jewelers were in awe!! It is a heavy and sturdy piece, my favorite Movado watch to date!\nkarisul1\nMay 11, 2014', ""my bold watch\nAlways wanted one in gold but rose was on sale..at first didn't like it but than realized against the yellow, I went to the store put next to each other that the rose looked better more feminine ....I get so many compliments love it!\ntykat\nMay 2, 2014"", ""Gorgeous!\nFull disclosure...I had ordered (and returned) this watch in a different style...it didn't have the 12 o'clock sparkling marker. I was immediately sorry I'd returned it...I just thought it was too big for me. Then, all of a sudden, I started seeing women wearing big watches! I was the recipient of a gift certificate and decided to spend it on this model...hoping I'd like it better. I did!!! It is absolutely beautiful. I really like the sparkling marker better than the gold dot at the 12 o'clock position. Makes it look more feminine. Every time I wear it I get lots and lots of compliments. I am SO glad I got this watch!!! And, let's not forget the Movado reputation. I've owned Movado watches since their first museum watch. Love this brand!\nNodakGirlPennsylvania\nFeb 6, 2014"", 'Movado Bold Crystal Bracelet Watch\nYou feel like you are wearing Artwork on your wrist. Beautiful lines, cutting edge, stylish and clean....my Movado!\nSFLPAlhambra\nJan 10, 2014', ""Gorgeous Watch!\nI've had my eye on this watch for almost two years now! Every time I would walk into Nordstroms I would try the watch on. If it wasn't for saving up for a wedding I would have bought it a long time ago. I waited and waited for it to go on sale and finally this last December it did. My hubby surprised me with it for Christmas this year even though he doesn't really like the faceless look. The bonus is he got it on sale too. I'm in love with it and I'm sure this won't be my last bold.\narizonaloveArizona\nJan 8, 2014"", 'Love at first sight!\nI fell in love with this watch the first time I saw it. Finally caught it on sale, and decided to treat myself to an early Christmas present. The rose gold is the perfect shade - kind of coppery and not too pink. Love the clean look of this watch, and the crystal marker gives it that little something extra. Can be dressed up or down. Extremely happy with my purchase.\nKatina1Woodbridge, Virginia\nJan 3, 2014', ""Beautiful!\nIt's a lightweight very elegant watch! It's my second bold and by far my favorite. It's a perfect size for a small wrist. The color is very easy to match with almost everything. I wouldn't consider this watch for everyday wear only because I feel that the face of the watch is delicate.\nnans8Chicago\nJan 3, 2014"", 'Bold and Beautiful\nThe look is something different in a watch. I like it because it can be worn with casual and dressy. Love the rose gold hue.\nLAGrannyLos Angeles\nDec 31, 2013', ""Beautiful.\nI love this watch! It's simple design coupled with rose gold looks exquisite--but not too flashy. The face is the perfect size for my wrist!\nSonofherman\nDec 27, 2013"", 'I love it\nThis is the classic Movado Bold design in a lovely rose gold color. I plan to wear it as an everyday watch. It is a nice weight and is in between the large manlier sized watches and the too small dainty watches.\nilovepurple2003Chicago\nDec 10, 2013', ""love love love\nI've been wanting this watch since it was first released last summer. It was sold out for a few months, and I was going back and forth if this was the watch for me. I decided that IT IS! love the size and the crystal market adds a bit of fun to this timeless piece.\nUscDLas Vegas\nNov 19, 2013"", 'gorgeous\nBeautiful watch but this one is just too big-looking for my wrist. I had a mesh band type Movado with a simple black face/crystal, and I wish they would make that style again!\ncocopixiemadison wi\nOct 1, 2013', 'Rose gold is hard to wear\nI have worn Movado watches for years. I really like the size of the ""Bold"" and the crystal marker is a lovely feature. This particular watch did not suit me because I did not like the rose gold.\nJDTcaySC\nSept 23, 2013', 'Gorgeous\nI took a chance and bought this watch online without seeing it in person first I have an extremely small wrist and never find big watches to fit me. This fits perfectly. I absolutely love this watch!!!\ndaisyshopaholic\nJuly 14, 2013', ""Great mid-level watch\nThis watch is a good choice for someone who wants a step above Michael Kors but doesn't want to go into the thousands in price. The rose color of the gold is nice, but my favorite part is the crystal detail at the top of the face. I wear it with a diamond tennis bracelet in white gold and it looks amazing.\njstrandSeattle\nJuly 3, 2013"", 'Great looking watch\nGreat looking watch!! Best bold movado watch. I received this watch as a gift from my husband. I have gotten so many great complements on it. Love to ROSE gold. Love how it sparkles.\nBaseballgirl02California\nJuly 2, 2013', ""LUV IT!\nI just luv this watch! I've been looking for a gold-tone watch for a while and the minute I saw this one - I had to have it! Even though they were out of stock and on back order at that time, we went ahead and ordered it for my bday :-) I luv the crystal 12 o'clock marker - gives it an extra special sparkle :-)\nmashka1Washington DC\nJune 6, 2013"", 'Bold Crystal Marker Bracelet Watch\nI like it very much ,but there was to be a FREE GITF and I DID NOT GET IT I SO I WANT MY GIFT PLEASE THANKS Yvonnev\nvonnie25good\nApr 13, 2013', ""Love at First Sight!\nWhen I saw this watch in one of Nordstrom's catalogs, I absolutely fell in love with it. I had been looking for a rose color watch, but everything I had looked at was just to ornate and not me. Then I saw this watch and knew I had to have it! I just got it the other day and it is more beautiful than the picture and very rich looking. It's just a very classy looking watch and I'm absolutely thrilled that I found it. Thank you once again, Nordstrom for finding this unique and beautiful watch. It's truly a keeper...for ME!! :-)\nsedsJacksonville, FL\nFeb 15, 2013"", ""Gorgeous\nWhoever said this watch is too large for small wrists was completely wrong. I have the smallest wrist you can find, and it's just the right size; I tend to like bigger watches, but this one does not look ridiculously over-sized. Not only are the shine and gold tone PERFECT, they're also testaments to the simple sophistication that is Movado's unrivaled purity of design. The crystal marker complements the bezel well and to me stands out a with just a bit more elegance than the all-gold. I LOVE this watch.\nstingrayLos Angeles\nDec 10, 2012"", ""Beautiful but not durable...\nFirst, let me say that this is a beautiful watch. It really is. Like another reviewer, I have been on the hunt for a gold watch and did not want to spend tons of money. When I saw this, I thought it would fit the bill. Unfortunately, the first time I wore it - to lunch mind you - I discovered that the face scratched on the edge. It was small, but there nonetheless. Unfortunately, because it is a mineral crystal, it is softer than a sapphire crystal and more prone to scratching. Plus, the way the face is designed, the crystal edge is not protcted. Nordstroms was wonderful, and offered to send it out for repairs. But I knew based on the design and the type of crystal used I was going to have to be careful with it. So if you are gentle with your jewelry, by all means go for it. But I don't like things I need to baby so I returned it. Hopefully mine was just a defect and not something experienced by anyone else!\nDebbyDSoCal\nNov 29, 2012"", ""Elegance\nAfter having my gold Michael Kors watch turn silver, I was frustrated on buying gold plated watches and was not going to spend $10,000 on a real one. I did not want something that looked cheap or like every other gold watch out there. For those of you that don't know, Movado has a very high reputation and is a well established Swiss company-this watch showcases the elegance of their work and they stand by their quality. I am extremely happy with this watch. It is so classy, elegant, and unique-not to mention the subtle sparkle on their signature 12 O'clock dial. I have gotten so many compliments. I would recommend this timepiece to anyone. It is worth the buy and will NOT turn silver!!\nrishdevScottsdale\nOct 23, 2012"", ""Stunning!\nI have been eyeing this Movado for a while... This is my 4th Movado, and my 2nd Bold. I LOVE the color! It is beautiful! And I simply love the size of the Bolds. They are not for everyone, but they are truly gorgeous timepieces. This watch has a nice weight. It is very good quality. It was an anniversary present and I'm very pleased.\nkmschDenver, Co\nOct 18, 2012"", ""Boyfriend watch fan\nI love boyfriend watches and it's great to get a Movado boyfriend watch. An updated classic! The size is perfect and a unique color that goes with a lot more than I even thought it would.\nReeshops\nAug 29, 2012"", ""LOVE!LOVE!LOVE! this watch! I've gotten sooo many compliments. I have small wrist also but it's a great statement watch.\nmacowen\nAug 23, 2012"", ""As I love Movado watches, I didn't like this one. Just wasn't my style. Too big for me. I returned it.\nShopgirl59Troy, MI\nJuly 30, 2012"", 'Too big for a petite wrist\nI wanted to love this watch. I ordered it online hoping it would be just the gold watch I was looking for. Unfirtunately, the face was way too large for my small wrists. It looked too big - almost like a fake designer watch. This would probably look nice on average sized wrists. I love the style - sad that I had to return it.\nAGP13Chicago\nJuly 29, 2012', 'LOVE!\nI liked this watch when I bought it then 2 hours later of wearing it I fell in love with it!Graphite is such you unique color! It goes with all kinds of outfit! Perfect size for my small wrist!\nitsme718\nJuly 28, 2012', ""Love it!!!!\nI'm a Movado fan and I love this watch! The size and weight of the watch reflects regal and style.\nSA8992Orange County\nJuly 25, 2012"", 'Love\nThis was my first big girl watch and I was very pleased with my selection. I love Movado, its a classic. The watch came in a timely manner and very well packaged. It came in an extra large box and the watch was cushioned by lots of paper. It was such a great price too!\nnordies_shopperSacramento\nJuly 24, 2012', ""After wearing on the watch , I fell in love with it!! It even looked better in person. What I love about the watch is the crystal marker at 12 o clock and to top it off, it's MOVADO!! This is classic and a timeless piece. I'm fortunate to have bought this during the anniversary sale, can't beat the price!! I love Nordstrom!!\nptsabaloCerritos\nJuly 17, 2012"", ""Princess Watch\nSuch a lovely piece of art on my wrist! It's a heavy watch, no doubt. ..You have to really own it. The Rose Gold isn't too far off of the traditional yellow gold, but it's subtle and gorgeous. I call her my princess watch. The moon sparkles like a tiara ;) -M\nLovelyBelle\nJune 1, 2012"", 'Indeed GORGEOUS!\nI knew this was mine when I tried it on. This watch is just gorgeous. The simplicity of it is breathtaking. I like the sparkling marker at 12 and nothing else. Love it!!\nMarleyn\nMay 27, 2012', 'GORGEOUS!!\nGorgeous gorgeous watch received for 6th Wedding Anniversary! Nice weight to it but not too heavy by any means. My first Movado and very worth the wait!\ndiversdaughter\nApr 17, 2012', 'Love it!\nI received this amazing watch for my birthday and I love love love it ! It is a beautiful peace of jewelry.\nClau033Miami, Florida\nApr 11, 2012', 'In a word this watch is simply SPECTACULAR! I have received so many compliments on it. I love, love, love it. The price was also lower than in several other stores that I checked.\nshoppe4r\nApr 5, 2012']",https://shop.nordstrom.com/s/movado-bold-crystal-marker-bracelet-watch-37mm/3259168?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=rosegold
"Bold Evolution Bracelet Watch, 36mm",5679011,Navy/ Rose Gold,Yes,$455.00,"A sunray dial unfettered by hour markers, except for the iconic museum dot, is highlighted by an ion-plated stainless steel bezel on this modern watch.","36mm case; 16mm band width
Adjustable bracelet; links can be removed at your local Nordstrom. Find a store
Deployant clasp closure
Swiss quartz movement
Mineral crystal face
Stainless steel/ceramic
Imported
Item #6037781_1",0,NA,[],https://shop.nordstrom.com/s/movado-bold-evolution-bracelet-watch-36mm/5679011?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=navy%2F%20rose%20gold
"Bold Leather Strap Watch, 40mm",5030472,Navy/ Grey,Yes,$346.50,"A signature Museum dot at 12 o'clock accents the radiant sunray dial of an elegantly understated timepiece. A textured, topstitched leather strap completes the modern design.","40mm case; 21mm band width
Buckle closure
Swiss quartz movement
K-1 mineral crystal face
Stainless steel/ionic plate/leather
Imported
Item #5612268_2",3,3.3,"[""BUY BUY BUY!\nBought this for my boyfriend as a birthday present. Both his dad and grandfather had a Movado watch and he has always wanted one as well. He was so surprised and LOVED it!! The watch is beautiful and the photos don't do it justice. I would highly recommend!\njboy12 Sweepstakes entry\nFeb 25, 2020"", 'Useless warranty\nMy wife purchased this watch from this site. After 12 months I looked at the watch to discover that the glass was missing. It’s a two year warranty so I sent it Into a Movado repair center. They denied the claim and argued that the watch had had an impact, which it hadn’t. They offered to repair at $300. I declined. I’ve owned a lot of watches and never had one fall apart. Do not buy.\nJonathanMG Sweepstakes entry\nOct 9, 2019', 'Beautiful Watch\nThis is a beautiful watch however, I have a very small wrist. It seems if about an inch was taken off of the band it would fit perfect. I will be contacting Movado before I may have to return it. Really would love to keep!\nGirlAli Sweepstakes entry\nJuly 29, 2018']",https://shop.nordstrom.com/s/movado-bold-leather-strap-watch-40mm/5030472?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=navy%2F%20grey
"Heritage Calendoplan Chronograph Bracelet Watch, 43mm",5679407,Silver/ Black/ Silver,Yes,$671.25,"Inspired by Movado's rich archive of classic timepieces, this updated interpretation of the original Calendoplan model features a sleek, highly polished case, three-eye chronograph complication and a simple date aperture at four o'clock. A polished brick-link bracelet is a fitting finish on the enduringly elegant design.","43mm case
Push-button closure
Three-hand Swiss quartz movement
Date function
Sapphire crystal face
Stainless steel or stainless steel with gold ionic plate
Imported
Item #5825150_1",0,NA,[],https://shop.nordstrom.com/s/movado-heritage-calendoplan-chronograph-bracelet-watch-43mm/5679407?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=silver%2F%20black%2F%20silver
"Esperanza Diamond Bangle Watch, 25mm",5577748,Silver/ Black/ Silver,Yes,$696.50,The Museum dot radiates at 12 o'clock on this striking yet minimalist Swiss watch with a gleaming polished bezel and diamonds on its slender cutout bangle.,"25mm case; 7.5mm band width
Fold-over jewelry clasp closure
Total diamond weight: 0.04ct.
Quartz movement
Sapphire crystal face
Stainless steel/diamond
Swiss made
Diamond Guide
Item #6037790",0,NA,[],https://shop.nordstrom.com/s/movado-esperanza-diamond-bangle-watch-25mm/5577748?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=silver%2F%20black%2F%20silver
"Museum Chronograph Leather Strap Watch, 43mm",5613745,Black/ Gunmetal,Yes,$696.50,"With a museum dot at the top of the hour, this Swiss-made watch has all the classic style of Movado with chronograph subdials for sporty functionality. A perforated leather strap completes the handsome package.","43mm case
Buckle closure
Swiss quartz movement
Date window
Sapphire crystal face
Stainless steel/leather
Swiss made
Item #6061490",0,NA,[],https://shop.nordstrom.com/s/movado-museum-chronograph-leather-strap-watch-43mm/5613745?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=black%2F%20gunmetal
"Heritage Calendoplan Leather Strap Watch, 43mm",5247097,Chocolate/ Green/ Bronze,Yes,$695.00,"Inspired by Movado's rich archive of classic timepieces, this updated interpretation of the original Calendoplan model features a colorful dial and a simple date aperture at 3 o'clock. A smooth topstitched leather strap is a fitting finish on the enduringly elegant design.","43mm case
Buckle closure
Three-hard Swiss quartz movement
Date function
Sapphire crystal face
Stainless steel/leather
Imported
Item #5825139",1,5,"['Handsome watch, gift for husband\nOrdered online without seeing in person. Very beautiful and handsome watch. Gifted to my husband (late 30’s) and he really loves it. Recommend.\nHappywatch\nOct 9, 2019']",https://shop.nordstrom.com/s/movado-heritage-calendoplan-leather-strap-watch-43mm/5247097?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=chocolate%2F%20green%2F%20bronze
"Bold Connect 2.0 Chronograph Woven Strap Smart Watch, 40mm",5402204,Pink Sand / Carnation Gold,Yes,$372.00,"Smart technology with a sporty twist, this innovative chronograph watch is sure to impress those with an athletic lifestyle and passion for technology. Chemically strengthened Gorilla Glass protects the customizable touchscreen dial that displays everything from phone calls, messages and, of course, the time. It's also equipped with Google Fit for enhanced activity tracking, Google Pay for payments and Google Assistant to keep you more organized than ever. Set on an interesting woven strap, it's a timepiece that's fun to use and look at, from office to mountain trails.","40mm case; 20mm band width
Hook-and-loop closure
Smart Module movement
Phone calls, appointments, emails, apps, music, text and social-media messaging function
Equipped with Google Fit, Google Pay and Google Assistant
Accelerometer, altimeter, ambient light, gyroscope, heart rate, microphone, NFC, untethered GPS sensors
8GB storage; 1GB memory
Compatible with Android 6.0+ (excluding Go edition) or iOS 10.0+
Programmable pushers
Gorilla Glass face
Includes charging cable
Stainless steel with ionic plate/fabric
Imported
Item #5924046",0,NA,[],https://shop.nordstrom.com/s/movado-bold-connect-2-0-chronograph-woven-strap-smart-watch-40mm/5402204?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=pink%20sand%20%2F%20carnation%20gold
"Bold Leather Strap Watch, 42mm",5247093,Red/ Black,Yes,$395.00,Movado's signature Museum dot shines at 12 o'clock on the sleek black dial of a minimalist round watch set on a rich leather strap.,"42mm case
Buckle closure
Two-hard Swiss quartz movement
K1 mineral crystal face
Stainless steel/leather
Imported
Item #5825142",1,5,"['Beautiful watch!\nSo elegant and match with everything!\nAlesita Sweepstakes entry\nDec 27, 2019']",https://shop.nordstrom.com/s/movado-bold-leather-strap-watch-42mm/5247093?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=red%2F%20black
"Heritage Calendoplan Bracelet Watch, 40mm",5679005,Gold/ Black/ Gold,Yes,$556.50,Sharp luminous hands and triangular hour markers boost the modern design of a precise Swiss-quartz timepiece with a polished mesh-link bracelet.,"40mm case
Deployant clasp closure
Three-hand Swiss quartz movement
Date window
Sapphire crystal face
Stainless steel or stainless steel with gold ionic plate
Imported
Item #5825141_1",0,NA,[],https://shop.nordstrom.com/s/movado-heritage-calendoplan-bracelet-watch-40mm/5679005?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=gold%2F%20black%2F%20gold
"Bold Evolution Chronograph Bracelet Watch, 42mm",5402100,Blue,Yes,$671.25,"An intense monochrome design distinguishes this modern chronograph watch with radiating sunray dials, an iconic Museum dot and sanded accents. It's set on a matching bracelet composed of thick, sturdy links.","42mm case; 22mm band width
Adjustable bracelet. Links can be removed at your local Nordstrom. Find a store
Butterfly clasp closure
Swiss quartz movement
Date window
Mineral crystal face
Stainless steel with ionic plate
Imported
Item #5923967",0,NA,[],https://shop.nordstrom.com/s/movado-bold-evolution-chronograph-bracelet-watch-42mm/5402100?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=gold
"Bold Evolution Chronograph Bracelet Watch, 42mm",5402100,Gold,Yes,$626.50,"An intense monochrome design distinguishes this modern chronograph watch with radiating sunray dials, an iconic Museum dot and sanded accents. It's set on a matching bracelet composed of thick, sturdy links.","42mm case; 22mm band width
Adjustable bracelet. Links can be removed at your local Nordstrom. Find a store
Butterfly clasp closure
Swiss quartz movement
Date window
Mineral crystal face
Stainless steel with ionic plate
Imported
Item #5923967",0,NA,[],https://shop.nordstrom.com/s/movado-bold-evolution-chronograph-bracelet-watch-42mm/5402100?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=gold
"Museum Classic Diamond Bracelet Watch, 28mm",5071050,Gold/ White Mop/ Gold,Yes,"$1,995.00","The Movado museum dot shines like the sun upon the cloudy mother-of-pearl dial of this stunning and finely crafted Swiss watch encircled by diamonds. A sleek mesh strap gives the elegant timepiece a modern, everyday look.","28mm case; 15mm band width
Adjustable deployant clasp closure
Swiss quartz movement
Total diamond weight: 0.22ct.
Clarity: SI
Sapphire crystal face
Mother-of-pearl dial; may vary in color
Stainless steel
Swiss made
Diamond Guide
Item #5704379",2,3,"['Just pretty to look at.\nWhen I saw this Movado watch, I though that so beautiful and different that other watches. So I purchased but I had to returned it. Looks good but not so practically made. I was so frustrated to release bracelet. Definitely not for me.\n2013 Sweepstakes entry\nFeb 10, 2020', ""Beautiful, adds a nice shine to any outfit\nVery classic looking, the diamonds are not overwhelming because of how small/thin the ring is. Elegant, but not just for special occasions! Brings a nice shine to even casual looks. Especially perfect for small wrists. I normally go for 24-26mm watch dials, but this one has such a slim profile that it still works proportionally. Indoors, the mother of pearl dial face is extremely subtle, can't wait to see it in sunlight. My only complaint is that I'll have to go in-store to get the strap adjusted, but this is clearly just a user error.\nTM2019 Sweepstakes entry\nMay 18, 2019""]",https://shop.nordstrom.com/s/movado-museum-classic-diamond-bracelet-watch-28mm/5071050?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=gold%2F%20white%20mop%2F%20gold
"Bold Iconic Two-Tone Bracelet Watch, 30mm",5064190,Gold/ Silver,Yes,$550.00,"Fortune—and iconic style—favors the Bold timepiece, featuring a two-tone palette of ion-plated yellow gold and stainless steel punctuated most elegantly by a gold-toned sunray dot denoting 12 o'clock on the dial and finished with precision Swiss quartz movement.","30mm case; 15mm band width
Adjustable bracelet. Links can be removed at your local Nordstrom. Find a store.
Deployant clasp closure
Swiss quartz movement
K1 mineral crystal face
Stainless steel with gold ionic plate
Imported
Item #5698666",1,5,"['Love Movado\nLove it! It’s somply beautiful. Just need to get it sized.\nJoyRP Sweepstakes entry\nJan 3, 2019']",https://shop.nordstrom.com/s/movado-bold-iconic-two-tone-bracelet-watch-30mm/5064190?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=gold%2F%20silver
